federal	JJ	I-NP	I-NP
agency	NN	I-NP	I-NP
.	.	O	O

The	DT	B-NP	B-NP
IRS	NNP	I-NP	I-NP
operates	VBZ	B-VP	I-NP
on	IN	B-PP	B-PP
a	DT	B-NP	B-NP
computer	NN	I-NP	I-NP
system	NN	I-NP	I-NP
designed	VBN	B-VP	I-NP
in	IN	B-PP	B-PP
1961	CD	B-NP	B-NP
,	,	O	O
which	WDT	B-NP	B-NP
it	PRP	B-NP	I-NP
has	VBZ	B-VP	B-VP
been	VBN	I-VP	I-VP
trying	VBG	I-VP	I-VP
to	TO	I-VP	I-VP
modernize	VB	I-VP	I-VP
for	IN	B-PP	B-PP
years	NNS	B-NP	B-NP
.	.	O	O

And	CC	O	B-PP
the	DT	B-NP	B-NP
agency	NN	I-NP	I-NP
,	,	O	O
which	WDT	B-NP	B-NP
operated	VBD	B-VP	I-NP
throughout	IN	B-PP	I-NP
fiscal	JJ	B-NP	I-NP
1989	CD	I-NP	I-NP
with	IN	B-PP	B-PP
a	DT	B-NP	B-NP
$	$	I-NP	I-NP
360	CD	I-NP	I-NP
million	CD	I-NP	I-NP
budget	NN	I-NP	I-NP
shortfall	NN	I-NP	I-NP
,	,	O	O
has	VBZ	B-VP	B-VP
been	VBN	I-VP	I-VP
under	IN	B-PP	I-VP
a	DT	B-NP	B-NP
hiring	VBG	I-NP	I-NP
freeze	NN	I-NP	I-NP
since	IN	B-PP	B-PP
last	JJ	B-NP	B-NP
fall	NN	I-NP	I-NP
.	.	O	O

The	DT	B-NP	B-NP
new	JJ	I-NP	I-NP
commissioner	NN	I-NP	I-NP
says	VBZ	B-VP	I-NP
that	IN	B-SBAR	B-SBAR
closer	JJR	B-NP	B-NP
scrutiny	NN	I-NP	I-NP
of	IN	B-PP	B-PP
how	WRB	B-ADVP	B-NP
the	DT	B-NP	I-NP
agency	NN	I-NP	I-NP
uses	VBZ	B-VP	I-NP
its	PRP$	B-NP	I-NP
resources	NNS	I-NP	I-NP
will	MD	B-VP	B-VP
go	VB	I-VP	I-VP
a	DT	B-NP	B-NP
long	JJ	I-NP	I-NP
way	NN	I-NP	I-NP
toward	IN	B-PP	I-NP
enhancing	VBG	B-VP	I-NP
its	PRP$	B-NP	I-NP
ability	NN	I-NP	I-NP
to	TO	B-VP	B-VP
collect	VB	I-VP	I-VP
more	JJR	B-NP	B-NP
tax	NN	I-NP	I-NP
revenue	NN	I-NP	I-NP
.	.	O	O

``	``	O	O
I	PRP	B-NP	B-NP
think	VBP	B-VP	I-NP
that	IN	B-SBAR	B-SBAR
you	PRP	B-NP	B-NP
will	MD	B-VP	B-VP
see	VB	I-VP	I-VP
a	DT	B-NP	B-NP
significant	JJ	I-NP	I-NP
improvement	NN	I-NP	I-NP
in	IN	B-PP	B-PP
the	DT	B-NP	B-NP
budget	NN	I-NP	I-NP
formulation	NN	I-NP	I-NP
and	CC	I-NP	I-NP
execution	NN	I-NP	I-NP
process	NN	I-NP	I-NP
which	WDT	B-NP	I-NP
,	,	O	O
in	IN	B-PP	B-PP
turn	NN	B-NP	B-NP
,	,	O	O
I	PRP	B-NP	B-NP
believe	VBP	B-VP	I-NP
will	MD	B-VP	I-NP
result	VB	I-VP	I-NP
in	IN	B-PP	B-PP
a	DT	B-NP	B-NP
significant	JJ	I-NP	I-NP
increase	NN	I-NP	I-NP
in	IN	B-PP	B-PP
revenue	NN	B-NP	B-NP
,	,	O	O
''	''	O	O
he	PRP	B-NP	B-NP
said	VBD	B-VP	B-VP
.	.	O	O

The	DT	B-NP	B-NP
IRS	NNP	I-NP	I-NP
hopes	VBZ	B-VP	I-NP
to	TO	I-VP	B-VP
fill	VB	I-VP	I-VP
the	DT	B-NP	B-NP
new	JJ	I-NP	I-NP
positions	NNS	I-NP	I-NP
soon	RB	B-ADVP	I-NP
.	.	O	O

Customarily	RB	B-ADVP	B-NP
,	,	O	O
it	PRP	B-NP	B-NP
would	MD	B-VP	I-NP
appoint	VB	I-VP	I-NP
career	NN	B-NP	I-NP
civil	JJ	I-NP	I-NP
servants	NNS	I-NP	I-NP
from	IN	B-PP	B-PP
within	IN	B-NP	B-NP
the	DT	B-NP	I-NP
agency	NN	I-NP	I-NP
,	,	O	O
but	CC	O	O
Mr.	NNP	B-NP	B-NP
Goldberg	NNP	I-NP	I-NP
said	VBD	B-VP	B-VP
he	PRP	B-NP	B-NP
plans	VBZ	B-VP	B-VP
to	TO	I-VP	I-VP
``	``	I-VP	I-VP
scour	VBP	I-VP	B-PP
the	DT	B-NP	B-NP
world	NN	I-NP	I-NP
''	''	O	I-NP
for	IN	B-PP	B-PP
the	DT	B-NP	B-NP
chief	JJ	I-NP	I-NP
information	NN	I-NP	I-NP
officer	NN	I-NP	I-NP
and	CC	O	O
the	DT	B-NP	B-NP
comptroller	NN	I-NP	I-NP
.	.	O	O

Although	IN	B-SBAR	B-PP
the	DT	B-NP	B-NP
jobs	NNS	I-NP	I-NP
will	MD	B-VP	B-VP
probably	RB	I-VP	I-VP
pay	VB	I-VP	I-VP
between	IN	B-NP	B-NP
$	$	I-NP	I-NP
70,000	CD	I-NP	I-NP
and	CC	I-NP	I-NP
$	$	I-NP	I-NP
80,000	CD	I-NP	I-NP
a	DT	B-NP	B-NP
year	NN	I-NP	I-NP
,	,	O	O
IRS	NNP	B-NP	B-NP
officials	NNS	I-NP	I-NP
are	VBP	B-VP	B-VP
confident	JJ	B-ADJP	I-VP
that	IN	B-SBAR	B-SBAR
they	PRP	B-NP	B-NP
can	MD	B-VP	B-VP
attract	VB	I-VP	I-VP
top-notch	JJ	B-NP	B-NP
candidates	NNS	I-NP	I-NP
from	IN	B-PP	B-PP
the	DT	B-NP	B-NP
private	JJ	I-NP	I-NP
sector	NN	I-NP	I-NP
.	.	O	O

``	``	O	O
You	PRP	B-NP	B-NP
're	VBP	B-VP	I-NP
telling	VBG	I-VP	I-NP
someone	NN	B-NP	B-VP
they	PRP	B-NP	B-NP
can	MD	B-VP	B-VP
spend	VB	I-VP	I-VP
the	DT	B-NP	B-NP
next	JJ	I-NP	I-NP
three	CD	I-NP	I-NP
or	CC	I-NP	I-NP
four	CD	I-NP	I-NP
or	CC	I-NP	I-NP
five	CD	I-NP	I-NP
or	CC	I-NP	I-NP
six	CD	I-NP	I-NP
years	NNS	I-NP	I-NP
of	IN	B-PP	B-PP
their	PRP$	B-NP	B-NP
life	NN	I-NP	I-NP
bringing	VBG	B-VP	I-NP
about	IN	B-PRT	B-PP
the	DT	B-NP	B-NP
most	RBS	I-NP	I-NP
difficult	JJ	I-NP	I-NP
and	CC	I-NP	I-NP
costly	JJ	I-NP	I-NP
modernization	NN	I-NP	I-NP
of	IN	B-PP	B-PP
an	DT	B-NP	B-NP
information	NN	I-NP	I-NP
system	NN	I-NP	I-NP
on	IN	B-PP	B-PP
the	DT	B-NP	B-NP
civil	JJ	I-NP	I-NP
side	NN	I-NP	I-NP
ever	RB	B-NP	I-NP
,	,	O	O
''	''	O	O
Mr.	NNP	B-NP	B-NP
Goldberg	NNP	I-NP	I-NP
said	VBD	B-VP	I-NP
.	.	O	O

``	``	O	O
On	IN	B-PP	B-PP
the	DT	B-NP	B-NP
comptroller	NN	I-NP	I-NP
side	NN	I-NP	I-NP
,	,	O	O
you	PRP	B-NP	B-NP
're	VBP	B-VP	I-NP
developing	VBG	I-VP	I-NP
and	CC	O	I-NP
making	VBG	B-VP	I-NP
work	NN	B-VP	I-NP
financial	JJ	B-NP	I-NP
controls	NNS	I-NP	I-NP
governing	VBG	B-VP	B-VP
a	DT	B-NP	B-NP
$	$	I-NP	I-NP
6	CD	I-NP	I-NP
billion	CD	I-NP	I-NP
budget	NN	I-NP	I-NP
.	.	O	O

When	WRB	B-ADVP	B-NP
Maj.	NNP	B-NP	I-NP
Moises	NNP	I-NP	I-NP
Giroldi	NNP	I-NP	I-NP
,	,	O	O
the	DT	B-NP	B-NP
leader	NN	I-NP	I-NP
of	IN	B-PP	B-PP
the	DT	B-NP	B-NP
abortive	JJ	I-NP	I-NP
coup	NN	I-NP	I-NP
in	IN	B-PP	B-PP
Panama	NNP	B-NP	B-NP
,	,	O	O
was	VBD	B-VP	B-NP
buried	VBN	I-VP	I-NP
,	,	O	O
his	PRP$	B-NP	B-NP
body	NN	I-NP	I-NP
bore	VBD	B-VP	I-NP
several	JJ	B-NP	I-NP
gunshot	NN	I-NP	I-NP
wounds	NNS	I-NP	I-NP
,	,	O	O
a	DT	B-NP	B-NP
cracked	VBN	I-NP	I-NP
skull	NN	I-NP	I-NP
and	CC	O	I-NP
broken	VBN	B-NP	I-NP
legs	NNS	I-NP	I-NP
and	CC	I-NP	I-NP
ribs	NNS	I-NP	I-NP
.	.	O	O

They	PRP	B-NP	B-NP
were	VBD	B-VP	B-VP
the	DT	B-NP	B-NP
signature	NN	I-NP	I-NP
of	IN	B-PP	B-PP
his	PRP$	B-NP	B-NP
adversary	NN	I-NP	I-NP
,	,	O	O
Panamanian	JJ	B-NP	B-NP
leader	NN	I-NP	I-NP
Manuel	NNP	I-NP	I-NP
Antonio	NNP	I-NP	I-NP
Noriega	NNP	I-NP	I-NP
.	.	O	O

The	DT	B-NP	B-NP
rebel	NN	I-NP	I-NP
officer	NN	I-NP	I-NP
's	POS	B-NP	B-NP
slow	JJ	I-NP	I-NP
and	CC	I-NP	I-NP
painful	JJ	I-NP	I-NP
death	NN	I-NP	I-NP
,	,	O	O
at	IN	B-PP	B-PP
the	DT	B-NP	B-NP
headquarters	NN	I-NP	I-NP
of	IN	B-PP	B-PP
Panama	NNP	B-NP	B-NP
's	POS	B-NP	B-NP
Battalion-2000	NN	I-NP	I-NP
squad	NN	I-NP	I-NP
,	,	O	O
was	VBD	B-VP	B-VP
personally	RB	I-VP	I-VP
supervised	VBN	I-VP	I-VP
by	IN	B-PP	B-PP
Gen.	NNP	B-NP	B-NP
Noriega	NNP	I-NP	I-NP
,	,	O	O
says	VBZ	B-VP	B-VP
a	DT	B-NP	B-NP
U.S.	NNP	I-NP	I-NP
official	NN	I-NP	I-NP
with	IN	B-PP	B-PP
access	NN	B-NP	B-NP
to	TO	B-PP	B-PP
intelligence	NN	B-NP	B-NP
reports	NNS	I-NP	I-NP
.	.	O	O

Leaping	VBG	B-VP	B-NP
into	IN	B-PP	I-NP
rages	VBZ	B-NP	I-NP
,	,	O	O
sinking	VBG	B-VP	B-NP
into	IN	B-PP	I-NP
bouts	NNS	B-NP	I-NP
of	IN	B-PP	B-PP
drunkenness	NN	B-NP	B-NP
and	CC	I-NP	I-NP
mistrust	NN	I-NP	I-NP
,	,	O	O
Mr.	NNP	B-NP	B-NP
Noriega	NNP	I-NP	I-NP
has	VBZ	B-VP	B-VP
put	VBN	I-VP	I-VP
to	TO	B-PP	I-VP
death	NN	B-NP	I-VP
some	DT	B-NP	B-NP
70	CD	I-NP	I-NP
of	IN	B-PP	B-PP
his	PRP$	B-NP	B-NP
troops	NNS	I-NP	I-NP
involved	VBN	B-VP	I-NP
in	IN	B-PP	B-PP
the	DT	B-NP	B-NP
coup	NN	I-NP	I-NP
,	,	O	O
according	VBG	B-PP	B-VP
to	TO	B-PP	I-VP
U.S.	NNP	B-NP	I-VP
officials	NNS	I-NP	B-NP
monitoring	NN	B-VP	I-NP
crematoriums	NNS	B-NP	I-NP
and	CC	O	I-NP
funeral	NN	B-NP	I-NP
parlors	NNS	I-NP	I-NP
in	IN	B-PP	B-PP
Panama	NNP	B-NP	B-NP
City	NNP	I-NP	I-NP
.	.	O	O

He	PRP	B-NP	B-NP
is	VBZ	B-VP	B-VP
now	RB	I-VP	I-VP
changing	VBG	I-VP	I-VP
the	DT	B-NP	B-NP
place	NN	I-NP	I-NP
he	PRP	B-NP	I-NP
sleeps	VBZ	B-VP	B-VP
every	DT	B-NP	B-NP
night	NN	I-NP	I-NP
,	,	O	O
sometimes	RB	B-NP	B-VP
more	JJR	I-NP	B-NP
than	IN	I-NP	I-NP
once	RB	I-NP	B-VP
a	DT	B-NP	B-NP
night	NN	I-NP	I-NP
.	.	O	O

His	PRP$	B-NP	B-NP
meals	NNS	I-NP	I-NP
are	VBP	B-VP	B-VP
most	RBS	I-VP	I-VP
often	RB	I-VP	B-NP
prepared	VBN	I-VP	I-NP
by	IN	B-PP	B-PP
women	NNS	B-NP	B-NP
he	PRP	B-NP	I-NP
trusts	VBZ	B-VP	B-VP
--	:	O	I-VP
his	PRP$	B-NP	B-NP
full-time	JJ	I-NP	I-NP
mistress	NN	I-NP	I-NP
,	,	O	O
Vicky	NNP	B-NP	B-NP
Amado	NNP	I-NP	I-NP
,	,	O	O
and	CC	O	O
her	PRP$	B-NP	B-NP
mother	NN	I-NP	I-NP
,	,	O	O
Norma	NNP	B-NP	B-NP
.	.	O	O

And	CC	O	O
he	PRP	B-NP	B-NP
is	VBZ	B-VP	B-VP
collecting	VBG	I-VP	I-VP
the	DT	B-NP	B-NP
names	NNS	I-NP	I-NP
of	IN	B-PP	B-PP
those	DT	B-NP	B-NP
who	WP	B-NP	I-NP
telephoned	VBD	B-VP	B-PP
the	DT	B-NP	B-NP
coup-makers	NNS	I-NP	I-NP
to	TO	B-VP	B-VP
congratulate	VB	I-VP	I-VP
them	PRP	B-NP	B-NP
during	IN	B-PP	I-NP
their	PRP$	B-NP	I-NP
brief	JJ	I-NP	I-NP
time	NN	I-NP	I-NP
in	IN	B-PP	B-PP
control	NN	B-NP	B-NP
of	IN	B-PP	B-PP
his	PRP$	B-NP	B-NP
headquarters	NN	I-NP	I-NP
.	.	O	O

More	JJR	B-NP	B-NP
enemies	NNS	I-NP	I-NP
to	TO	B-VP	B-VP
be	VB	I-VP	I-VP
dealt	VBN	I-VP	B-NP
with	RB	B-PP	I-NP
.	.	O	O

In	IN	B-PP	B-PP
the	DT	B-NP	B-NP
two	CD	I-NP	I-NP
weeks	NNS	I-NP	I-NP
since	IN	B-PP	B-PP
the	DT	B-NP	B-NP
rebellion	NN	I-NP	I-NP
,	,	O	O
which	WDT	B-NP	B-PP
the	DT	B-NP	B-NP
U.S.	NNP	I-NP	I-NP
hesitantly	RB	B-VP	I-NP
backed	VBD	I-VP	I-NP
,	,	O	O
Mr.	NNP	B-NP	B-NP
Noriega	NNP	I-NP	I-NP
has	VBZ	B-VP	B-VP
been	VBN	I-VP	I-VP
at	IN	B-PP	B-PP
his	PRP$	B-NP	B-NP
most	RBS	I-NP	I-NP
brutal	JJ	I-NP	I-NP
-	:	O	I-NP
and	CC	O	I-NP
efficient	JJ	O	I-NP
-	:	O	I-NP
in	IN	B-PP	B-PP
maintaining	VBG	B-VP	B-NP
power	NN	B-NP	I-NP
.	.	O	O

Yet	RB	B-ADVP	B-NP
,	,	O	O
while	IN	B-SBAR	B-VP
the	DT	B-NP	B-NP
failed	VBN	I-NP	I-NP
coup	NN	I-NP	I-NP
is	VBZ	B-VP	B-VP
a	DT	B-NP	B-NP
major	JJ	I-NP	I-NP
U.S.	NNP	I-NP	I-NP
foreign	JJ	I-NP	I-NP
policy	NN	I-NP	I-NP
embarrassment	NN	I-NP	I-NP
,	,	O	O
it	PRP	B-NP	B-NP
is	VBZ	B-VP	B-VP
merely	RB	B-NP	I-VP
the	DT	I-NP	B-NP
latest	JJS	I-NP	I-NP
chapter	NN	I-NP	I-NP
in	IN	B-PP	B-PP
a	DT	B-NP	B-NP
byzantine	JJ	I-NP	I-NP
relationship	NN	I-NP	I-NP
between	IN	B-PP	I-NP
Mr.	NNP	B-NP	I-NP
Noriega	NNP	I-NP	I-NP
and	CC	O	O
Washington	NNP	B-NP	B-VP
that	IN	B-NP	B-SBAR
stretches	NNS	B-VP	B-NP
back	RB	B-ADVP	I-NP
three	CD	B-NP	I-NP
decades	NNS	I-NP	I-NP
.	.	O	O

America	NNP	B-NP	B-NP
's	POS	B-NP	B-NP
war	NN	I-NP	I-NP
on	IN	B-PP	B-PP
the	DT	B-NP	B-NP
dictator	NN	I-NP	I-NP
over	IN	B-PP	B-PP
the	DT	B-NP	B-NP
past	JJ	I-NP	I-NP
two	CD	I-NP	I-NP
years	NNS	I-NP	I-NP
,	,	O	O
following	VBG	B-PP	B-NP
his	PRP$	B-NP	I-NP
indictment	NN	I-NP	I-NP
on	IN	B-PP	B-PP
drug	NN	B-NP	B-NP
charges	NNS	I-NP	I-NP
in	IN	B-PP	B-PP
February	NNP	B-NP	B-NP
1988	CD	I-NP	I-NP
,	,	O	O
is	VBZ	B-VP	B-VP
the	DT	B-NP	B-NP
legacy	NN	I-NP	I-NP
of	IN	B-PP	B-PP
that	DT	B-NP	B-NP
relationship	NN	I-NP	I-NP
.	.	O	O

Before	IN	B-SBAR	B-NP
American	JJ	B-NP	I-NP
foreign	JJ	I-NP	I-NP
policy	NN	I-NP	I-NP
set	VBN	B-VP	B-VP
out	IN	B-PRT	I-VP
to	TO	B-VP	B-PP
destroy	VB	I-VP	B-NP
Noriega	NNP	B-NP	I-NP
,	,	O	O
it	PRP	B-NP	B-NP
helped	VBD	B-VP	I-NP
create	VB	I-VP	I-NP
him	PRP	B-NP	I-NP
out	IN	B-PP	I-NP
of	IN	B-PP	B-PP
the	DT	B-NP	B-NP
crucible	NN	I-NP	I-NP
of	IN	B-PP	B-PP
Panama	NNP	B-NP	B-NP
's	POS	B-NP	B-NP
long	JJ	I-NP	I-NP
history	NN	I-NP	I-NP
of	IN	B-PP	B-PP
conspirators	NNS	B-NP	B-NP
and	CC	I-NP	I-NP
pirates	NNS	I-NP	I-NP
.	.	O	O

For	IN	B-PP	B-NP
most	RBS	B-NP	I-NP
of	IN	I-NP	B-PP
the	DT	I-NP	B-NP
past	JJ	I-NP	I-NP
30	CD	I-NP	I-NP
years	NNS	I-NP	I-NP
,	,	O	O
the	DT	B-NP	B-NP
marriage	NN	I-NP	I-NP
was	VBD	B-VP	I-NP
one	CD	B-NP	I-NP
of	IN	B-PP	B-PP
convenience	NN	B-NP	B-NP
.	.	O	O

In	IN	B-PP	B-NP
1960	CD	B-NP	I-NP
,	,	O	O
for	IN	B-PP	B-PP
example	NN	B-NP	B-NP
,	,	O	O
when	WRB	B-ADVP	B-NP
Mr.	NNP	B-NP	I-NP
Noriega	NNP	I-NP	I-NP
was	VBD	B-VP	B-VP
both	DT	O	I-VP
a	DT	B-NP	B-NP
cadet	NN	I-NP	I-NP
at	IN	B-PP	B-PP
an	DT	B-NP	B-NP
elite	NN	I-NP	I-NP
military	JJ	I-NP	I-NP
academy	NN	I-NP	I-NP
in	IN	B-PP	B-PP
Peru	NNP	B-NP	B-NP
and	CC	O	O
a	DT	B-NP	B-NP
spy-in-training	NN	I-NP	I-NP
for	IN	B-PP	B-PP
the	DT	B-NP	B-NP
U.S.	NNP	I-NP	I-NP
Defense	NNP	I-NP	I-NP
Intelligence	NNP	I-NP	I-NP
Agency	NNP	I-NP	I-NP
,	,	O	O
he	PRP	B-NP	B-NP
was	VBD	B-VP	B-VP
detained	VBN	I-VP	I-VP
by	IN	B-PP	B-PP
Lima	NNP	B-NP	B-NP
authorities	NNS	I-NP	I-NP
for	IN	B-PP	B-PP
allegedly	RB	B-ADVP	B-NP
raping	VBG	B-VP	I-NP
and	CC	O	I-NP
savagely	RB	B-VP	I-NP
beating	VBG	I-VP	B-VP
a	DT	B-NP	B-NP
prostitute	NN	I-NP	I-NP
,	,	O	O
according	VBG	B-PP	B-VP
to	TO	B-PP	B-PP
a	DT	B-NP	B-NP
U.S.	NNP	I-NP	I-NP
Embassy	NNP	I-NP	I-NP
cable	NN	I-NP	I-NP
from	IN	B-PP	B-PP
that	DT	B-NP	B-NP
period	NN	I-NP	I-NP
.	.	O	O

The	DT	B-NP	B-NP
woman	NN	I-NP	I-NP
had	VBD	B-VP	I-NP
nearly	RB	I-VP	I-NP
died	VBN	I-VP	I-NP
.	.	O	O

But	CC	O	O
U.S.	NNP	B-NP	B-NP
intelligence	NN	I-NP	I-NP
,	,	O	O
rather	RB	B-SBAR	B-NP
than	IN	I-SBAR	I-NP
rein	NN	B-VP	I-NP
in	IN	B-ADVP	B-PP
or	CC	O	B-NP
cut	NN	B-VP	I-NP
loose	JJ	B-ADJP	B-VP
its	PRP$	B-NP	B-NP
new	JJ	I-NP	I-NP
spy	NN	I-NP	I-NP
,	,	O	O
merely	RB	B-ADVP	B-NP
filed	VBN	B-VP	B-PP
the	DT	B-NP	B-NP
report	NN	I-NP	I-NP
away	RB	B-ADVP	I-NP
.	.	O	O

Mr.	NNP	B-NP	B-NP
Noriega	NNP	I-NP	I-NP
's	POS	B-NP	B-NP
tips	NNS	I-NP	I-NP
on	IN	B-PP	B-PP
emerging	VBG	B-NP	B-NP
leftists	NNS	I-NP	I-NP
at	IN	B-PP	B-PP
his	PRP$	B-NP	B-NP
school	NN	I-NP	I-NP
were	VBD	B-VP	I-NP
deemed	VBN	I-VP	I-NP
more	RBR	B-ADJP	I-NP
important	JJ	I-ADJP	I-NP
to	TO	B-PP	B-PP
U.S.	NNP	B-NP	B-NP
interests	NNS	I-NP	I-NP
.	.	O	O

From	IN	B-PP	B-NP
that	DT	B-NP	B-SBAR
point	NN	I-NP	B-NP
on	IN	I-NP	I-NP
,	,	O	O
the	DT	B-NP	B-NP
U.S.	NNP	I-NP	I-NP
would	MD	B-VP	I-NP
make	VB	I-VP	B-VP
a	DT	B-NP	B-NP
practice	NN	I-NP	I-NP
of	IN	B-PP	B-PP
overlooking	VBG	B-VP	B-NP
the	DT	B-NP	I-NP
Panamanian	NNP	I-NP	I-NP
's	POS	B-NP	B-NP
misadventures	NNS	I-NP	I-NP
.	.	O	O

The	DT	B-NP	B-NP
U.S.	NNP	I-NP	I-NP
has	VBZ	B-VP	I-NP
befriended	VBN	I-VP	I-NP
and	CC	O	O
later	RB	B-VP	B-NP
turned	VBD	I-VP	I-NP
against	IN	B-PP	I-NP
many	JJ	B-NP	I-NP
dictators	NNS	I-NP	I-NP
,	,	O	O
but	CC	O	O
none	NN	B-NP	B-NP
quite	RB	B-ADJP	I-NP
so	RB	I-ADJP	I-NP
resourceful	JJ	I-ADJP	I-NP
.	.	O	O

The	DT	B-NP	B-NP
55-year-old	NNP	I-NP	I-NP
Mr.	NNP	I-NP	I-NP
Noriega	NNP	I-NP	I-NP
is	VBZ	B-VP	B-VP
n't	RB	O	I-VP
as	RB	B-ADJP	B-NP
smooth	JJ	I-ADJP	I-NP
as	IN	B-PP	B-PP
the	DT	B-NP	B-NP
shah	NN	I-NP	I-NP
of	IN	B-PP	B-PP
Iran	NNP	B-NP	B-NP
,	,	O	O
as	RB	B-ADJP	B-NP
well-born	JJ	I-ADJP	I-NP
as	IN	B-PP	I-NP
Nicaragua	NNP	B-NP	I-NP
's	POS	B-NP	B-NP
Anastasio	NNP	I-NP	I-NP
Somoza	NNP	I-NP	I-NP
,	,	O	O
as	RB	B-ADJP	B-NP
imperial	JJ	I-ADJP	I-NP
as	IN	B-PP	I-NP
Ferdinand	NNP	B-NP	I-NP
Marcos	NNP	I-NP	I-NP
of	IN	B-PP	B-PP
the	DT	B-NP	B-NP
Philippines	NNP	I-NP	I-NP
or	CC	O	I-NP
as	RB	B-ADJP	I-NP
bloody	JJ	I-ADJP	I-NP
as	IN	B-PP	I-NP
Haiti	NNP	B-NP	I-NP
's	POS	B-NP	B-NP
Baby	NNP	I-NP	I-NP
Doc	NNP	I-NP	I-NP
Duvalier	NNP	I-NP	I-NP
.	.	O	O

Yet	RB	O	B-NP
he	PRP	B-NP	I-NP
has	VBZ	B-VP	B-VP
proved	VBN	I-VP	I-VP
more	RBR	B-ADJP	B-NP
resilient	JJ	I-ADJP	I-NP
than	IN	B-PP	I-NP
any	DT	B-NP	I-NP
of	IN	B-PP	B-PP
them	PRP	B-NP	B-NP
.	.	O	O

And	CC	O	B-NP
out	IN	B-ADVP	I-NP
of	IN	B-PP	B-PP
necessity	NN	B-NP	B-NP
:	:	O	I-NP
The	DT	B-NP	I-NP
U.S.	NNP	I-NP	I-NP
can	MD	B-VP	I-NP
make	VB	I-VP	I-NP
mistakes	NNS	B-NP	I-NP
and	CC	O	I-NP
still	JJ	B-ADVP	I-NP
hope	NN	B-VP	I-NP
to	TO	I-VP	B-PP
remove	VB	I-VP	B-NP
him	PRP	B-NP	I-NP
from	IN	B-PP	B-PP
power	NN	B-NP	B-NP
,	,	O	O
but	CC	O	O
a	DT	B-NP	B-NP
single	JJ	I-NP	I-NP
error	NN	I-NP	I-NP
on	IN	B-PP	B-PP
his	PRP$	B-NP	B-NP
part	NN	I-NP	I-NP
could	MD	B-VP	B-VP
cost	VB	I-VP	I-VP
him	PRP	B-NP	B-NP
his	PRP$	B-NP	I-NP
life	NN	I-NP	I-NP
.	.	O	O

``	``	O	O
The	DT	B-NP	B-NP
U.S.	NNP	I-NP	I-NP
underestimated	VBD	B-VP	I-NP
Noriega	NNP	B-NP	I-NP
all	DT	B-ADVP	I-NP
along	IN	I-ADVP	I-NP
,	,	O	O
''	''	O	O
says	VBZ	B-VP	B-NP
Ambler	NNP	B-NP	I-NP
Moss	NNP	I-NP	I-NP
,	,	O	O
a	DT	B-NP	B-NP
former	JJ	I-NP	I-NP
Ambassador	NNP	I-NP	B-VP
to	TO	B-PP	I-VP
Panama	NNP	B-NP	I-VP
.	.	O	O

``	``	O	O
He	PRP	B-NP	B-NP
has	VBZ	B-VP	B-VP
mastered	VBN	I-VP	I-VP
the	DT	B-NP	B-NP
art	NN	I-NP	I-NP
of	IN	B-PP	B-PP
survival	NN	B-NP	B-NP
.	.	O	O
''	''	O	O

In	IN	B-PP	B-PP
keeping	VBG	B-VP	B-NP
with	IN	B-PP	I-NP
America	NNP	B-NP	I-NP
's	POS	B-NP	B-NP
long	JJ	I-NP	I-NP
history	NN	I-NP	I-NP
of	IN	B-PP	B-PP
propping	VBG	B-VP	B-NP
up	IN	B-PRT	I-NP
Mr.	NNP	B-NP	I-NP
Noriega	NNP	I-NP	I-NP
,	,	O	O
recent	JJ	B-NP	B-NP
U.S.	NNP	I-NP	I-NP
actions	NNS	I-NP	I-NP
have	VBP	B-VP	B-VP
extended	VBN	I-VP	I-VP
rather	RB	B-CONJP	B-NP
than	IN	I-CONJP	I-NP
shortened	VBN	B-VP	I-NP
his	PRP$	B-NP	I-NP
survival	NN	I-NP	I-NP
.	.	O	O

Mr.	NNP	B-NP	B-NP
Noriega	NNP	I-NP	I-NP
might	MD	B-VP	I-NP
have	VB	I-VP	I-NP
fallen	VBN	I-VP	I-NP
of	IN	B-PP	B-PP
his	PRP$	B-NP	B-NP
own	JJ	I-NP	I-NP
weight	NN	I-NP	I-NP
in	IN	B-PP	B-PP
1988	CD	B-NP	B-NP
because	IN	B-PP	I-NP
of	IN	I-PP	B-PP
Panama	NNP	B-NP	B-NP
's	POS	B-NP	B-NP
dire	JJ	I-NP	I-NP
economic	JJ	I-NP	I-NP
situation	NN	I-NP	I-NP
,	,	O	O
says	VBZ	B-VP	B-NP
Mr.	NNP	B-NP	I-NP
Moss	NNP	I-NP	I-NP
,	,	O	O
but	CC	O	O
increasing	VBG	B-NP	B-NP
external	JJ	I-NP	I-NP
pressure	NN	I-NP	I-NP
has	VBZ	B-VP	B-VP
only	RB	I-VP	B-NP
given	VBN	I-VP	I-NP
him	PRP	B-NP	I-NP
additional	JJ	B-NP	I-NP
excuses	NNS	I-NP	I-NP
for	IN	B-PP	B-PP
repression	NN	B-NP	B-NP
,	,	O	O
and	CC	O	O
a	DT	B-NP	B-NP
scapegoat	NN	I-NP	I-NP
for	IN	B-PP	B-PP
his	PRP$	B-NP	B-NP
own	JJ	I-NP	I-NP
mismanagement	NN	I-NP	I-NP
.	.	O	O

``	``	O	O
If	IN	B-SBAR	B-VP
the	DT	B-NP	B-NP
